"A new password was sent","Новый пароль был отправлен"
"Account Dashboard","Панель управления профилем"
"Account Sharing Options","Настройки разделения аккаунтов"
"Account information was successfully saved","Информация о профиле была успешно сохранена"
"Add New Customer","Добавить нового пользователя"
"Add New Customer Group","Добавить новую группу пользователей"
"Added From","Добавлено из"
"Additional Address Entries","Дополнительные параметры адреса"
"Address Book","Адресная книга"
"Address Information","Информация об адресе"
"Addresses","Адреса"
"Always optional","Всегда опционально"
"Are you sure that you want to remove this item?","Вы уверены, что хотите удалить этот пункт?"
"Are you sure you want to cancel adding of this address?","Вы уверены, что хотите отменить добавление этого адреса?"
"Are you sure you want to delete this address?","Вы уверены, что хотите удалить этот адрес?"
"Array of Entity collections is expected","Массив коллекции сущности потерян"
"Assign a customer group","Назначить группу пользователей"
"Average Sale","Средний объём продаж"
"Bad request.","Неверный запрос."
"Bought From","Куплено из"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","В процессе регистрации вы создадите личную учетную запись, с помощью которой сможете быстрее оформлять заказ в нашем магазине, хранить несколько адресов доставки, просматривать и отслеживать заказы, а также приобретете некоторые другие права зарегистрированных пользователей."
"Can\'t save address","Невозможно сохранить адрес"
"Can\'t save customer","Невозможно сохранить пользователя"
"Can\'t share customer accounts global. Because some customer accounts with same emails exist on multiple websites and cannot be merged.","Невозможно разделить учётные записи покупателя. Неокторые покупатели с одинкаовым адресом эд. почты существуют на разных сайтов и их невозможно объединить в одну учётную запись."
"Change Account Password","Сменить пароль учетной записи"
"Change Password","Изменить пароль"
"Config","Конфигурация"
"Confirm New Password","Подтвердите новый пароль"
"Confirmation Link Email","E-mail для подтвержений"
"Confirmed","Подтвержден"
"Create New Account Options","Опции при создании новой учетной записи"
"Create New Customer Account","Создать новую учетную запись"
"Create Order","Создать заказ"
"Create an Account","Создать учетную запись"
"Create customer","Создать покупателя"
"Create customer address","Создать адрес покупателя"
"Current Password","Текущий пароль"
"Customer Addresses","Адреса пользователя"
"Customer Api","Api покупателя"
"Customer Configuration","Настройки для пользователя"
"Customer Group was successfully deleted","Пользовательская группа была успешно удалена"
"Customer Group was successfully saved","Пользовательская группа была успешно сохранена"
"Customer Information","Информация о пользователе"
"Customer Login","Вход в систему"
"Customer View","Вид пользователя"
"Customer collection expected","Пропущена коллекция для пользователя"
"Customer doesn't have primary billing address","У пользователя нет основного платежного адреса"
"Customer email already exists","Email пользователя уже существует"
"Customer website id must be specified, when using website scope.","Для сайтов должен быть установлен ID покупателя."
"Customers Only","Только для пользователей"
"Customers Section","Раздел покупателей"
"DD","DD"
"Date of Birth is required.","необходима дата рождения"
"Days in Wishlist","Дней в списке отложенных товаров"
"Default Addresses","Адреса по умолчанию"
"Default Billing Address","Платежный адрес по умолчанию"
"Default Email Domain","Домен по умолчанию для email"
"Default Group","Группа по умолчанию"
"Default Shipping Address","Адрес доставки по умолчанию"
"Default Welcome Email","Письмо с приветствием по умолчанию"
"Delete Address","Удалить адрес"
"Delete Customer","Удалить пользователя"
"Delete Customer Group","Удалить пользовательскую группу"
"Delete customer","Удалить покупателя"
"Delete customer address","Удалить адрес покупателя"
"Deleted Stores","Удаленные магазины"
"Edit Account Info","Редактировать информацию об аккаунте"
"Edit Account Information","Редактировать учетную запись"
"Edit Address Entry","Редактировать запись адреса"
"Edit Customer Group ""%s""","Редактировать группу пользователей ""%s"""
"Edit Customer Groups","Редактировать пользовательские группы"
"Edit Customer's Address","Редактировать адрес пользователя"
"Edit Group","Изменить группу"
"Edit Newsletter Subscription","Изменить подписку на новости"
"Edit Newsletters","Изменить новостные письма"
"Edit Personal Information","Изменить персональные данные"
"Entity collection is expected","Коллекция сущности пропущена"
"Ext. Price","Расш. цена"
"Failed to confirm customer account.","Ошибка при подтверждении учётной записи пользователя."
"First name can\'t be empty","Имя не может быть пустым"
"Forgot Email Sender","Отправитель письма о забытом пароле"
"Forgot Email Template","Шаблон письма о забытом пароле"
"Forgot Your Password?","Забыли пароль?"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","Из панели управления учетной записью вы можете просмотреть, какие действия производились с вашей учетной записью, и обновить информацию о ней. Выберите ссылку ниже для просмотра и редактирования."
"General Subscription","Общая подписка"
"Go to Address Book","Перейти в адресную книгу"
"Grand Total: %s","Итоговая сумма: %s"
"Group","Группа"
"Group ""%s"" can not be deleted","Группа ""%s"" не может быть удалена"
"Group Information","Информация о группе"
"Group Name","Название группы"
"Hello, %s!","Здравствуйте, %s!"
"If you have an account with us, please log in.","Если у вас уже есть учетная запись в нашей системе, пожалуйста, авторизуйтесь."
"Invalid current password","Неправильный текущий пароль"
"Invalid customer data","Неправильные пользовательские данные"
"Invalid login or password.","Неверный логин или пароль."
"Items Order","Заказ товаров"
"Last Activity","Последняя активность"
"Last Url","Последний Url"
"Last Viewed Items","Просмотренные товары"
"Last date subscribed","Последняя дата подписки"
"Last date unsubscribed","Последняя дата отмены подписки"
"Last name can\'t be empty","Фамилия должна быть указана"
"Leave empty for default (15 minutes).","Оставьте пустым для 15 минут."
"Leave empty for default (2). Valid range: 1-4","Оставьте пустым для значения по умолчанию (2). Корректный диапазон: 1-4"
"Log In","Вход в систему"
"Log in or Create an Account","Войти или создать учётную запись"
"Login and password are required","Необходимо указать логин и пароль"
"Login or Create an Account","Войти в систему или создать учетную запись"
"M.I.","M.I."
"MM","MM"
"Manage Addresses","Управление адресами"
"Missing email, skipping the record","Пропущен email, пропуск записи"
"Missing firstname, skipping the record","Пропущено имя, пропуск записи"
"Missing lastname, skipping the record","Пропущена фамилия, пропуск записи"
"My Account","Мой кабинет"
"My Account Dashboard","Моя панель управления профилем"
"My Dashboard","Моя панель управления"
"My Reviews","Мои рецензии"
"Name and Address Options","Параметры для имени и адреса"
"New Address Entry","Запись нового адреса"
"New Customer","Новый пользователь"
"New Customers","Новый пользователь"
"New Customer Address","Новый адрес пользователя"
"New Customer Group","Новая пользовательская группа"
"New Customer Groups","Новые пользовательские группы"
"New Group","Новая группа"
"New account","Новая учетная запись"
"New account confirmation key","Код подтвержения новой учётной записи"
"New account confirmed","Новая учётная запись подтверждена"
"New Password","Новый пароль"
"Newsletter Finish","Рассылка новостей закончена"
"Newsletter Information","Информация о рассылке новостей"
"Newsletter Received","Письмо получено"
"Newsletter Start","Рассылка новостей начата"
"Newsletters","Новостные письма"
"No Items Found","Элементы не обнаружены"
"No Newsletter Found","Рассылок новостей нет"
"No item specified.","Не указана запись."
"Not confirmed, can login","Не подтверждён, можно входить в систему"
"Not confirmed, cannot login","Не подтверждён, нельзя входить в систему"
"Number of lines in a street address ","Число строк в адресе улицы "
"Offline","Не в сети"
"Online","В сети"
"Online Customers","Пользователи на сайте"
"Online Customers Options","Параметры для пользователей на сайте"
"Online Minutes Interval","Интервал в минутах"
"Order List...","Список заказов ..."
"PDF","PDF"
"Password Management","Управление паролем"
"Password Options","Параметры пароля"
"Password can\'t be empty","Пароль должен быть указан"
"Password fields can\'t be empty.","Поля пароля не могут быть пустыми."
"Password forgotten","Забытый пароль"
"Password minimal length must be more %s","Пароль должен быть длиннее %s симв."
"Password must have at least 6 characters. Leading or trailing spaces will be ignored.","Пароль должен состоять не менее чем из 6 символов. Пробелы в начале и в конце будут игнорированы."
"Per Website","Для веб-сайта"
"Please enter your email below and we\'ll send you a new password.","Пожалуйста, введите ваш email адрес, и мы отправим вам новый пароль."
"Please enter your email below and we\'ll send you confirmation link for it.","Введите ниже Ваш адрес эл. почты для получения кода подтверждения."
"Please enter your email.","Пожалуйста, введите ваш email адрес."
"Please select","Пожалуйста, выберите"
"Please enter the street.","Пожалуйста, укажите улицу."
"Please enter the city.","Пожалуйста, укажите город."
"Please enter the telephone number.","Пожалуйста, введите номер телефона."
"Please enter the zip/postal code.","Пожалуйста, введите почтовый индекс."
"Please enter the country.","Пожалуйста, укажите страну."
"Please enter the first name.","Пожалуйста, укажите ваше имя."
"Please enter the last name.","Пожалуйста, укажите вашу фамилию."
"Please, check your e-mail for confirmation key.","Код подтверждения выслан, проверьте Вашу эл. почту."
"Prefix","Префикс"
"Prefix dropdown options","Префикс (выпадающий список)"
"Primary Shipping Address","Основной адрес доставки"
"Product ID","ID товара"
"Product name","Название товара"
"Purchase On","Куплен"
"Purchased at","Куплен на"
"Registered Customers","Для зарегистрированных пользователей"
"Require Emails Confirmation","Необходимо подтверждение по эл. почте"
"Retrieve address data","Получение адресный данных"
"Retrieve address info","Получение адресный данных"
"Retrieve customer addresses","Получение адресов покупателя"
"Retrieve customer data","Получение данных покупателя"
"Retrieve customer's groups","Получение групп покупателя"
"Retrieve customers","Получение списка покупателей"
"Retrieve customers info","Получение информации о покупателях"
"Retrieve your confirmation link here","Получите Ваш код подтверждения по эл. почте здесь"
"Retrieve your password here","Восстановите ваш пароль здесь"
"Sales Statistics","Статистика продаж"
"Save Address","Сохранить адрес"
"Save Customer","Сохранить пользователя"
"Save Customer Group","Сохранить пользовательскую группу"
"Save Password","Сохранить пароль"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field."
"Send Welcome Email after Confirmation","Отправить приветственное сообщение после получения кода подтвержения"
"Send auto-generated password","Отправить автоматически-генерируемый пароль"
"Send confirmation link","Отправить ссылку кода подтвержения"
"Send welcome email","Отправить приветственное сообщение"
"Session Start Time","Время начала сессии"
"Set as Default Billing Address","Установить как платежный адрес по умолчанию"
"Set as Default Shipping Address","Установить как адрес доставки по умолчанию"
"Share Customer Accounts","Использование учетных записей"
"Shipped to First Name","Доставлено на имя"
"Shipped to Last Name","Доставлено на фамилию"
"Shipped to Name","Отгружено на имя"
"Shopping Cart - %d item(s)","В корзине - %d товар(ов)"
"Show Tax/VAT number","Показывать номер плательщика НДС (ИНН)"
"Show date of birth","Показывать дату рождения"
"Show middle name (initial)","Показывать отчество"
"Show prefix","Показывать обращение"
"Show suffix","Показывать суффикс"
"Sign Up for Newsletter","Подписаться на рассылку новостей"
"Sign up for our newsletter","Подписаться на нашу рассылку новостей"
"Skip import row, website ""%s"" field not exists","Пропуск строки, не определено поле для веб-сайта ""%s"""
"Subscribe to newsletter","Подписаться на рассылку новостей"
"Subscribed to Newsletter?","Уже подписаны на рассылку новостей?"
"Suffix","Суффикс"
"Suffix dropdown options","Суффикс (выпадающий список)"
"TAX/VAT number is required.","Требуется номер плательщика НДС (ИНН)."
"Tax Class","Класс налога"
"Tax class","Класс налога"
"Tax/VAT number","Номер плательщика НДС (ИНН)"
"Text One Line","Текст одной линией"
"Thank you for registering with %s","Спасибо за регистрацию"
"The address does not belong to this customer","Этот адрес не принадлежит этому пользователю"
"The account information has been saved.","Информация об учетной записи сохранена"
"The address was successfully deleted","Этот адрес был удален"
"The address has been deleted", "Адрес удален"
"The address has been saved", "Адрес сохранен"
"The address was successfully saved","Этот адрес был успешно сохранен"
"The suffix that goes after name (Jr., Sr., etc.)","Суффикс используется после имени (Jr., Sr. и т.д.)"
"The title that goes before name (Mr., Mrs., etc.)","Обращение используется до имени (Mr., Mrs. и т.д.)"
"There are no items in customer's wishlist at the moment","В данный момент у пользователя нет отложенных товаров"
"There are no items in customer\'s shopping cart at the moment","В данный момент у пользователя нет товаров в корзине"
"There was an error while deleting the address","Во время удаления адреса доставки произошла ошибка"
"This Email will be sent instead of Default Welcome Email, after Account Confirmation.","Это письмо будет отправлено вместо стандартного приветственного письма, после принятия кода подтвержндения."
"This account is not confirmed.","Эта учётная запись не подтверждена."
"This customer has no saved addresses.","У этого пользователя нет сохраненных адресов доставки."
"This e-mail does not require confirmation.","Это адрес электронной почты не требует подтверждения."
"This email address was not found in our records","Этот email адрес не найден в наших записях"
"This is My Primary %s Address","Это мой основной %s адрес доставки"
"To Cart","В корзину"
"Unsubscribe from newsletter","Отписать от новостей"
"Update customer address data","Обновить адресные данные покупателя"
"Update customer data","Обновить данные покупателя"
"Use as My Primary %s Address","Использование в качестве моего основного %s адреса доставки"
"Use as my default billing address","Использовать в качестве моего платежного адреса по умолчанию"
"Use as my default shipping address","Использовать в качестве моего адреса доставки по умолчанию"
"User description","Пользовательское описание"
"View Order List","Просмотреть список заказов"
"Visitor","Посетитель"
"Visitors Only","Только для посетителей"
"Welcome Email","Приветственное письмо"
"Wishlist - %d item(s)","Отложено товаров: %d"
"Wrong confirmation key.","Неверный код подтверждения."
"Wrong customer account specified.","Указана неверная учётная запись."
"Wrong email.","Указан неверный адрес эл. почты."
"Wrong region id by selected country","Неверный идентификатор региона для выбранной страны"
"Wrong transactional account email type.","Неверный тип электронной почты для учётной записи с транзакциями."
"YYYY","YYYY"
"You are currently not subscribed to any newsletter.","В настоящее время вы не подписаны на какие-либо рассылки новостей."
"You are currently not subscribed to our newsletter","В настоящее время вы не подписаны на нашу рассылку новостей"
"You are currently subscribed to 'General Subscription'.","В настоящее время вы подписаны на 'Общую подписку'."
"The subscription has been saved.", "Вы успешно подписаны на рассылку новостей."
"The subscription has been removed.","Подписка на новости удалена."
"You are currently subscribed to our newsletter","В настоящее время вы подписаны на рассылку новостей"
"You are currently subscribed to our newsletter.","В настоящее время вы подписаны на нашу рассылку новостей."
"You have been successfully logged out and will be redirected to our homepage in 5 seconds.","Вы успешно вошли в систему, и будете перенаправлены на нашу домашнюю страницу в течении 5 секунд."
"You have no additional address entries in your address book.","У вас нет дополнительных записей об адресе в адресной книге."
"You have no additional entries in your address book.","У вас никаких дополнительных адресов в адресной книге."
"You have no default billing address in your address book.","У вас платежного адреса по умолчанию в вашей адресной книге."
"You have no default shipping address in your address book.","У вас нет адреса доставки по умолчанию  в вашей адресной книге."
"You have no primary entries in your address book.","У вас нет записи по умолчанию в адресной книге."
"You have not set a primary billing address.","У вас не установлен основной платежный адрес."
"You have not set a primary shipping address.","У вас не установлен основной адрес доставки."
"You have placed no orders yet.","Вы еще не разместили ни одного заказа"
"You have placed no products yet.","Вы еще не заказали ни одного товара"
"You're now Logged Out","Теперь вы вышли из системы"
"Your account balance is: %s","Баланс вашего счета: %s"
"ZIP","Почтовый индекс"
"n/a","Не доступно"
"or","Или"
